run,task,method,window,n_nodes,mean_novelty,h_spatial,h_fitness,breakthrough
20260723_204526_cvrp_v4_rep2,cvrp_aco,version4,43,10,0.05422048213860259,2.280209572063156,2.2800568549676856,0
20260723_204526_cvrp_v4_rep2,cvrp_aco,version4,44,10,0.045520407658450855,2.293333703843897,2.293307621093935,1
20260723_204526_cvrp_v4_rep2,cvrp_aco,version4,45,9,0.0825631924679023,2.1916829009905014,2.1916629368164555,0
20260723_204526_cvrp_v4_rep2,cvrp_aco,version4,46,10,0.05404389655848272,2.299218983131758,2.2992033032152492,0
20260723_204526_cvrp_v4_rep2,cvrp_aco,version4,47,8,0.06624317610889921,2.0685236106055847,2.0695137164370037,0
20260723_204526_cvrp_v4_rep2,cvrp_aco,version4,48,9,0.06649919631316518,2.1938885897048546,2.1937657326525217,0
20260723_204526_cvrp_v4_rep2,cvrp_aco,version4,49,8,0.05312713230885542,2.0772589969727786,2.0772590384961998,0
20260723_204526_cvrp_v4_rep2,cvrp_aco,version4,50,10,0.048826768299084965,2.2901568341094634,2.2901943010896972,0
20260723_204526_cvrp_v4_rep2,cvrp_aco,version4,51,9,0.05876973543232024,2.188570103915054,2.188624017979061,0
20260723_204526_cvrp_v4_rep2,cvrp_aco,version4,52,10,0.04563219219332883,2.2954809792097084,2.291918608880109,0
20260723_204526_cvrp_v4_rep2,cvrp_aco,version4,53,10,0.0729979394369186,2.2961091699831675,2.296041332583978,0
20260723_204526_cvrp_v4_rep2,cvrp_aco,version4,54,9,0.02526291287924831,2.155949918651465,2.1558006161787175,0
20260723_204526_cvrp_v4_rep2,cvrp_aco,version4,55,10,0.057821333011749985,2.2933557570110708,2.293499933238387,0
20260723_204526_cvrp_v4_rep2,cvrp_aco,version4,56,10,0.05406039070199849,2.3004534350231807,2.300465894863792,0
20260723_204526_cvrp_v4_rep2,cvrp_aco,version4,57,10,0.06586921419759141,2.297808524659967,2.2984298584821676,0
20260723_204526_cvrp_v4_rep2,cvrp_aco,version4,58,8,0.06902169227099726,2.063193615881186,2.0631961794576448,0
20260723_204526_cvrp_v4_rep2,cvrp_aco,version4,59,10,0.05888634768294239,2.2591665642626277,2.2590756504006886,0
20260723_204526_cvrp_v4_rep2,cvrp_aco,version4,60,10,0.0659255173178864,2.2928175986655477,2.2928521050755806,0
20260723_204526_cvrp_v4_rep2,cvrp_aco,version4,61,10,0.05071421867512251,2.2969269920994524,2.2969655003418175,0
